X	Y	Z	Ni(%)			
760.06	607	27.3	0.458
760.06	607	26.3	0.481
760.06	607	25.3	0.628
760.06	607	24.3	0.708
760.06	607	23.3	0.82
760.06	607	22.3	0.842
760.06	607	21.3	0.677
760.06	607	20.3	0.769
760.06	607	19.3	0.815
760.06	607	18.3	0.829
760.06	607	17.3	0.749
760.06	607	16.3	0.919
750.63	557	108.69	0.24
750.63	557	107.69	0.29
750.63	557	106.69	0.344
750.63	557	105.69	0.307
750.63	557	104.69	0.334
750.63	557	103.69	0.315
750.63	557	102.69	0.329
750.63	557	101.69	0.351
750.63	557	100.69	0.387
750.63	557	99.69	0.335
750.63	557	98.69	0.357
750.63	557	97.69	0.343
750.63	557	96.69	0.416
750.63	557	95.69	0.423
750.63	557	94.69	0.326
750.63	557	93.69	0.276
750.63	557	92.69	0.51
750.63	557	91.69	0.503
750.63	557	90.69	0.495
750.63	557	89.69	0.569
750.63	557	88.69	0.643
750.63	557	87.69	0.53
750.63	557	86.69	0.548
750.63	557	85.69	0.5
750.63	557	84.69	0.548
750.63	557	83.69	0.62
750.63	557	82.69	0.564
750.63	557	81.69	0.506
750.63	557	80.69	0.476
750.63	557	79.69	0.442
750.63	557	78.69	0.609
750.63	557	77.69	0.465
750.63	557	76.69	0.686
750.63	557	75.69	0.607
750.63	557	74.69	0.63
750.63	557	73.69	0.36
750.63	557	72.69	0.28
750.63	557	71.69	0.317
750.63	557	70.69	0.438
750.63	557	69.69	0.16
750.63	557	68.69	0.23
750.63	557	59.69	0.414
750.63	557	58.69	0.475
750.63	557	57.69	0.481
750.63	557	56.69	0.889
750.63	557	55.69	0.607
750.63	557	54.69	0.577
750.63	557	53.69	0.327
750.63	557	52.69	0.856
750.63	557	51.69	0.511
750.63	557	50.69	0.468
750.63	557	49.69	0.409
750.63	557	48.69	0.625
750.63	557	35.69	0.741
750.63	557	34.69	0.409
750.63	557	33.69	0.701
750.63	557	32.69	0.8
750.63	557	20.69	0.845
750.63	557	19.69	0.624
750.63	557	18.69	0.605
750.63	557	17.69	0.836
750.63	557	16.69	1.646
750.63	557	15.69	1.42
871	997	85.14	0.657
871	997	84.14	0.517
871	997	83.14	0.349
871	997	82.14	0.526
871	997	81.14	0.44
871	997	80.14	0.485
871	997	79.14	0.488
871	997	78.14	0.664
871	997	77.14	0.861
871	997	76.14	0.505
871	997	75.14	0.518
871	997	74.14	0.514
871	997	73.14	0.546
871	997	72.14	0.67
871	997	71.14	0.84
871	997	70.14	0.712
871	997	56.14	0.403
871	997	55.14	0.347
871	997	54.14	0.313
871	997	53.14	0.366
871	997	52.14	0.439
871	997	51.14	0.462
871	997	50.14	0.715
871	997	49.14	0.89
871	997	48.14	0.557
871	997	47.14	0.524
871	997	46.14	0.677
871	997	45.14	0.395
871	997	44.14	0.443
871	997	43.14	0.425
871	997	42.14	0.362
871	997	41.14	0.359
871	997	40.14	0.283
871	997	39.14	0.372
871	997	38.14	0.403
871	997	37.14	0.514
871	997	36.14	0.589
871	997	35.14	0.566
871	997	34.14	0.563
871	997	33.14	0.458
871	997	32.14	0.763
871	997	31.14	0.995
871	997	30.14	0.762
871	997	29.14	0.759
871	997	28.14	0.67
871	997	27.14	0.709
871	997	26.14	0.863
871	997	25.14	0.934
871	997	24.14	0.959
871	997	23.14	0.945
871	997	22.14	0.861
871	997	21.14	0.866
871	997	20.14	0.934
871	997	19.14	1.004
871	997	18.14	0.891
871	997	17.14	1.366
871	997	16.14	2.63
871	997	15.14	2.7
871	997	14.14	0.663
725.5	1059	74.38	0.47
725.5	1059	73.38	0.665
725.5	1059	72.38	0.592
725.5	1059	71.38	0.594
725.5	1059	70.38	0.539
725.5	1059	69.38	0.541
725.5	1059	68.38	0.291
725.5	1059	67.38	0.323
725.5	1059	66.38	0.334
725.5	1059	65.38	0.391
725.5	1059	64.38	0.342
725.5	1059	63.38	0.436
725.5	1059	62.38	0.326
725.5	1059	61.38	0.319
725.5	1059	60.38	0.278
725.5	1059	59.38	0.347
725.5	1059	58.38	0.258
725.5	1059	57.38	0.272
725.5	1059	56.38	0.318
725.5	1059	55.38	0.37
725.5	1059	54.38	0.543
725.5	1059	53.38	1.158
725.5	1059	52.38	0.799
725.5	1059	39.38	0.423
725.5	1059	38.38	0.535
725.5	1059	37.38	0.266
725.5	1059	36.38	0.314
725.5	1059	35.38	0.279
725.5	1059	34.38	0.757
725.5	1059	28.38	0.838
725.5	1059	27.38	1.057
725.5	1059	26.38	0.472
725.5	1059	25.38	0.556
725.5	1059	24.38	0.612
725.5	1059	23.38	0.735
725.5	1059	22.38	0.733
725.5	1059	21.38	0.842
725.5	1059	20.38	0.88
725.5	1059	19.38	0.71
725.5	1059	18.38	1.566
725.5	1059	17.38	0.88
725.5	1059	16.38	0.798
725.5	1059	15.38	0.776
725.5	1059	14.38	0.759
725.5	1059	13.38	0.575
725.5	1059	12.38	0.841
886.13	897	85.05	0.282
886.13	897	84.05	0.321
886.13	897	83.05	0.296
886.13	897	82.05	0.301
886.13	897	81.05	0.296
886.13	897	80.05	0.304
886.13	897	79.05	0.311
886.13	897	78.05	0.379
886.13	897	74.05	0.851
886.13	897	73.05	0.726
886.13	897	72.05	0.7
886.13	897	71.05	0.306
886.13	897	70.05	0.353
886.13	897	69.05	0.715
886.13	897	65.05	0.42
886.13	897	64.05	0.681
886.13	897	63.05	0.697
886.13	897	62.05	0.717
886.13	897	61.05	0.727
886.13	897	60.05	0.891
886.13	897	59.05	0.697
886.13	897	58.05	0.537
886.13	897	57.05	0.406
886.13	897	56.05	0.666
886.13	897	55.05	0.313
886.13	897	54.05	0.633
886.13	897	53.05	0.342
886.13	897	52.05	0.26
886.13	897	51.05	0.354
886.13	897	50.05	0.378
886.13	897	49.05	0.353
886.13	897	48.05	0.214
886.13	897	47.05	0.194
886.13	897	46.05	0.255
886.13	897	45.05	0.32
886.13	897	44.05	0.466
886.13	897	43.05	0.666
886.13	897	42.05	0.58
886.13	897	41.05	0.515
886.13	897	40.05	0.351
886.13	897	39.05	0.357
886.13	897	38.05	0.395
886.13	897	37.05	0.67
886.13	897	36.05	1.73
886.13	897	35.05	0.958
886.13	897	34.05	0.562
886.13	897	33.05	0.736
886.13	897	32.05	0.812
886.13	897	31.05	0.6
886.13	897	30.05	0.456
886.13	897	29.05	0.342
886.13	897	28.05	0.441
886.13	897	27.05	0.241
886.13	897	26.05	0.355
886.13	897	25.05	0.344
886.13	897	24.05	0.273
886.13	897	23.05	0.265
886.13	897	22.05	0.262
886.13	897	21.05	0.311
886.13	897	18.05	0.551
759.63	507	104.44	0.342
759.63	507	103.44	0.303
759.63	507	102.44	0.291
759.63	507	101.44	0.355
759.63	507	100.44	0.235
759.63	507	99.44	0.414
759.63	507	98.44	0.321
759.63	507	97.44	0.349
759.63	507	96.44	0.489
759.63	507	95.44	0.436
759.63	507	94.44	0.393
759.63	507	93.44	0.296
759.63	507	92.44	0.257
759.63	507	85.44	0.284
759.63	507	84.44	0.518
759.63	507	83.44	0.66
759.63	507	82.44	0.572
759.63	507	81.44	0.498
759.63	507	80.44	0.508
759.63	507	79.44	0.444
759.63	507	78.44	0.397
759.63	507	77.44	0.263
759.63	507	76.44	0.372
759.63	507	75.44	0.371
759.63	507	74.44	0.283
759.63	507	73.44	0.296
759.63	507	72.44	0.243
759.63	507	71.44	0.273
759.63	507	70.44	0.626
759.63	507	64.44	0.609
759.63	507	63.44	0.859
759.63	507	62.44	0.562
759.63	507	61.44	0.649
759.63	507	60.44	0.523
759.63	507	59.44	0.604
759.63	507	58.44	0.732
759.63	507	57.44	0.793
759.63	507	56.44	0.824
759.63	507	55.44	0.7
759.63	507	54.44	0.638
759.63	507	53.44	0.517
759.63	507	45.44	0.471
759.63	507	44.44	0.379
759.63	507	43.44	0.649
759.63	507	42.44	0.591
759.63	507	41.44	0.605
759.63	507	40.44	0.461
759.63	507	39.44	0.69
759.63	507	38.44	0.672
759.63	507	32.44	0.646
759.63	507	31.44	0.652
759.63	507	30.44	0.6
759.63	507	29.44	0.634
759.63	507	28.44	0.492
759.63	507	27.44	0.387
759.63	507	26.44	0.425
759.63	507	25.44	0.457
759.63	507	24.44	0.536
759.63	507	23.44	0.79
759.63	507	22.44	0.81
759.63	507	21.44	0.95
759.63	507	20.44	0.594
759.63	507	19.44	0.803
759.63	507	18.44	1.688
759.63	507	17.44	0.664
760.88	859	94.28	0.457
760.88	859	93.28	0.472
760.88	859	92.28	0.689
760.88	859	91.28	0.635
760.88	859	90.28	0.299
760.88	859	89.28	0.343
760.88	859	88.28	0.255
760.88	859	87.28	0.523
760.88	859	86.28	0.527
760.88	859	85.28	0.482
760.88	859	84.28	0.49
760.88	859	83.28	0.332
760.88	859	79.28	0.383
760.88	859	78.28	0.26
760.88	859	77.28	0.302
760.88	859	76.28	0.339
760.88	859	75.28	0.264
760.88	859	74.28	0.34
760.88	859	73.28	0.448
760.88	859	72.28	0.239
760.88	859	71.28	0.305
760.88	859	70.28	0.24
760.88	859	69.28	0.294
760.88	859	68.28	0.315
760.88	859	60.28	0.27
760.88	859	59.28	0.282
760.88	859	58.28	0.263
760.88	859	57.28	0.257
760.88	859	56.28	0.251
760.88	859	55.28	0.279
760.88	859	54.28	0.305
760.88	859	53.28	0.252
760.88	859	52.28	0.522
760.88	859	51.28	0.519
760.88	859	50.28	0.638
760.88	859	49.28	0.64
760.88	859	48.28	0.762
760.88	859	47.28	0.472
760.88	859	46.28	0.375
760.88	859	45.28	0.508
760.88	859	44.28	0.497
760.88	859	43.28	0.427
760.88	859	42.28	0.303
760.88	859	41.28	0.398
760.88	859	40.28	0.528
760.88	859	30.28	0.699
760.88	859	29.28	0.517
760.88	859	28.28	0.384
760.88	859	27.28	0.338
760.88	859	26.28	0.297
760.88	859	25.28	0.28
760.88	859	24.28	0.297
760.88	859	23.28	0.34
760.88	859	22.28	0.258
760.88	859	21.28	0.427
760.88	859	20.28	1.026
760.88	859	19.28	1.31
760.88	859	18.28	1.304
760.88	859	17.28	1.338
760.88	859	16.28	1.852
760.88	859	15.28	1.832
760.88	859	14.28	1.095
760.88	859	13.28	1.094
697.31	760	97.26	0.261
697.31	760	96.26	0.25
697.31	760	83.26	0.26
697.31	760	82.26	0.315
697.31	760	81.26	0.259
697.31	760	80.26	0.256
697.31	760	79.26	0.242
697.31	760	78.26	0.276
697.31	760	77.26	0.353
697.31	760	76.26	0.294
697.31	760	75.26	0.327
697.31	760	74.26	0.284
697.31	760	73.26	0.171
697.31	760	72.26	0.333
697.31	760	71.26	0.172
697.31	760	70.26	0.357
697.31	760	69.26	0.53
697.31	760	68.26	0.405
697.31	760	67.26	0.269
697.31	760	47.26	0.514
697.31	760	46.26	0.578
697.31	760	45.26	0.75
697.31	760	44.26	0.466
697.31	760	43.26	0.301
697.31	760	42.26	0.259
697.31	760	41.26	0.293
697.31	760	40.26	0.255
697.31	760	39.26	0.279
697.31	760	38.26	0.266
697.31	760	37.26	0.277
697.31	760	31.26	0.499
697.31	760	30.26	0.74
697.31	760	29.26	0.534
697.31	760	28.26	0.676
697.31	760	27.26	0.791
697.31	760	26.26	0.679
697.31	760	25.26	0.577
697.31	760	24.26	0.637
697.31	760	23.26	0.544
697.31	760	22.26	0.502
697.31	760	21.26	0.496
697.31	760	20.26	0.488
697.31	760	19.26	0.798
697.31	760	18.26	0.463
697.31	760	17.26	0.797
648.06	765	29.31	0.511
648.06	765	28.31	0.526
648.06	765	27.31	0.484
648.06	765	26.31	0.73
648.06	765	25.31	0.465
648.06	765	24.31	0.476
648.06	765	23.31	0.541
648.06	765	22.31	0.543
648.06	765	21.31	0.525
648.06	765	20.31	0.557
648.06	765	19.31	1.24
648.06	765	18.31	1.32
648.06	765	17.31	1.23
648.06	765	16.31	1.25
648.06	765	15.31	0.868
648.06	765	14.31	0.703
648.06	765	13.31	0.884
648.06	765	12.31	0.678
717.56	661	40.15	0.273
717.56	661	39.15	0.258
717.56	661	38.15	0.724
717.56	661	37.15	0.535
717.56	661	36.15	0.458
717.56	661	35.15	0.228
717.56	661	34.15	0.255
717.56	661	33.15	0.504
717.56	661	32.15	0.33
717.56	661	28.15	0.29
717.56	661	27.15	0.567
717.56	661	26.15	1.245
717.56	661	25.15	0.942
717.56	661	24.15	1.345
717.56	661	23.15	0.916
667.56	716	61.47	0.369
667.56	716	60.47	0.407
667.56	716	59.47	0.409
667.56	716	58.47	0.443
667.56	716	57.47	0.463
667.56	716	56.47	0.422
667.56	716	55.47	0.483
667.56	716	54.47	0.451
667.56	716	53.47	0.317
667.56	716	52.47	0.353
667.56	716	51.47	0.613
667.56	716	50.47	0.382
667.56	716	49.47	0.247
667.56	716	48.47	0.282
667.56	716	47.47	0.313
667.56	716	46.47	0.326
667.56	716	45.47	0.408
667.56	716	44.47	0.665
667.56	716	43.47	0.394
667.56	716	42.47	0.355
667.56	716	41.47	0.45
667.56	716	40.47	0.324
667.56	716	39.47	0.314
667.56	716	38.47	0.397
667.56	716	24.47	0.47
664.19	666	86.59	0.449
664.19	666	85.59	0.399
664.19	666	84.59	0.463
664.19	666	83.59	0.427
664.19	666	82.59	0.46
664.19	666	81.59	0.455
664.19	666	80.59	0.472
664.19	666	79.59	0.494
664.19	666	78.59	0.489
664.19	666	77.59	0.479
664.19	666	76.59	0.476
664.19	666	75.59	0.437
664.19	666	74.59	0.278
664.19	666	73.59	0.312
664.19	666	72.59	0.319
664.19	666	71.59	0.266
664.19	666	70.59	0.298
664.19	666	69.59	0.345
664.19	666	68.59	0.348
664.19	666	67.59	0.301
664.19	666	66.59	0.296
664.19	666	65.59	0.275
664.19	666	64.59	0.262
664.19	666	63.59	0.374
664.19	666	62.59	0.423
664.19	666	61.59	0.603
664.19	666	54.59	0.651
664.19	666	53.59	0.754
664.19	666	52.59	0.332
664.19	666	51.59	0.201
664.19	666	50.59	0.257
664.19	666	49.59	0.409
664.19	666	48.59	0.551
664.19	666	47.59	0.544
664.19	666	46.59	0.758
664.19	666	40.59	0.603
664.19	666	39.59	0.503
664.19	666	38.59	0.939
664.19	666	37.59	0.625
664.19	666	36.59	0.828
664.19	666	35.59	0.451
664.19	666	34.59	0.377
664.19	666	33.59	0.713
664.19	666	32.59	0.719
664.19	666	31.59	0.703
664.19	666	30.59	0.555
664.19	666	29.59	0.436
664.19	666	28.59	0.348
664.19	666	27.59	0.485
664.19	666	26.59	0.513
664.19	666	25.59	0.615
664.19	666	24.59	0.452
664.19	666	23.59	0.474
664.19	666	22.59	0.52
664.19	666	21.59	1.29
664.19	666	20.59	0.842
664.19	666	19.59	0.651
664.19	666	18.59	0.58
664.19	666	17.59	0.59
664.19	666	16.59	1.685
664.19	666	15.59	1.465
664.19	666	14.59	0.821
701.88	563	90.73	0.277
701.88	563	89.73	0.44
701.88	563	88.73	0.329
701.88	563	87.73	0.489
701.88	563	86.73	0.265
701.88	563	85.73	0.355
701.88	563	84.73	0.465
701.88	563	83.73	0.485
701.88	563	82.73	0.488
701.88	563	81.73	1.375
701.88	563	80.73	1.205
701.88	563	79.73	0.725
701.88	563	78.73	0.33
701.88	563	77.73	0.332
701.88	563	76.73	0.297
701.88	563	75.73	0.303
701.88	563	74.73	0.266
701.88	563	73.73	0.273
701.88	563	66.73	0.271
701.88	563	65.73	0.282
701.88	563	64.73	0.333
701.88	563	63.73	0.523
701.88	563	62.73	0.603
701.88	563	61.73	0.895
701.88	563	60.73	0.766
701.88	563	59.73	1.11
701.88	563	58.73	1.16
701.88	563	57.73	1.01
701.88	563	56.73	0.441
701.88	563	55.73	0.934
701.88	563	54.73	0.347
701.88	563	53.73	0.292
701.88	563	52.73	0.33
701.88	563	51.73	0.906
701.88	563	50.73	0.446
701.88	563	49.73	0.369
701.88	563	48.73	0.338
701.88	563	47.73	0.722
701.88	563	46.73	0.494
701.88	563	45.73	0.415
701.88	563	44.73	0.377
701.88	563	43.73	0.331
701.88	563	42.73	0.569
701.88	563	41.73	0.845
701.88	563	31.73	0.364
701.88	563	30.73	0.394
701.88	563	29.73	0.271
701.88	563	28.73	0.517
701.88	563	27.73	0.426
701.88	563	26.73	0.463
701.88	563	25.73	1.37
701.88	563	24.73	1.395
701.88	563	23.73	1.905
701.88	563	22.73	2.11
701.88	563	21.73	0.76
701.88	563	20.73	1.785
701.88	563	19.73	1.795
659.88	616	88.86	0.444
659.88	616	87.86	0.752
659.88	616	86.86	0.71
659.88	616	85.86	0.711
659.88	616	84.86	0.67
659.88	616	83.86	0.53
659.88	616	82.86	0.285
659.88	616	81.86	0.299
659.88	616	80.86	0.288
659.88	616	79.86	0.409
659.88	616	78.86	0.292
659.88	616	77.86	0.266
659.88	616	76.86	0.3
659.88	616	75.86	0.309
659.88	616	66.86	0.288
659.88	616	65.86	0.269
659.88	616	64.86	0.271
659.88	616	63.86	0.325
659.88	616	62.86	0.349
659.88	616	61.86	0.631
659.88	616	60.86	0.509
659.88	616	59.86	0.639
659.88	616	58.86	0.749
659.88	616	57.86	0.371
659.88	616	56.86	0.322
659.88	616	55.86	0.448
659.88	616	54.86	0.432
659.88	616	53.86	0.344
659.88	616	52.86	0.271
659.88	616	43.86	0.261
659.88	616	42.86	0.388
659.88	616	41.86	0.506
659.88	616	40.86	0.572
659.88	616	39.86	0.756
659.88	616	38.86	0.725
659.88	616	37.86	0.718
659.88	616	36.86	0.794
659.88	616	31.86	0.529
659.88	616	30.86	0.678
659.88	616	29.86	0.456
659.88	616	28.86	0.513
659.88	616	27.86	0.6
659.88	616	26.86	0.425
659.88	616	25.86	0.533
659.88	616	24.86	0.579
659.88	616	23.86	0.554
659.88	616	22.86	0.559
659.88	616	21.86	0.558
659.88	616	20.86	0.63
659.88	616	19.86	0.624
659.88	616	18.86	0.418
860.38	847	77.16	0.669
860.38	847	76.16	0.577
860.38	847	75.16	0.566
860.38	847	74.16	0.76
860.38	847	73.16	0.801
860.38	847	70.16	0.505
860.38	847	69.16	0.348
860.38	847	68.16	0.235
860.38	847	67.16	0.305
860.38	847	66.16	0.251
860.38	847	65.16	0.797
860.38	847	64.16	0.595
860.38	847	63.16	0.373
860.38	847	62.16	0.755
860.38	847	61.16	0.282
860.38	847	60.16	0.4
860.38	847	59.16	0.26
860.38	847	58.16	0.329
860.38	847	57.16	0.524
860.38	847	56.16	0.213
860.38	847	55.16	0.418
860.38	847	54.16	0.288
860.38	847	53.16	0.529
860.38	847	52.16	0.261
860.38	847	51.16	0.163
860.38	847	50.16	0.498
860.38	847	49.16	2.24
860.38	847	48.16	0.332
860.38	847	47.16	0.344
860.38	847	46.16	0.28
860.38	847	45.16	0.423
860.38	847	44.16	0.674
860.38	847	43.16	1.965
860.38	847	42.16	0.655
860.38	847	41.16	0.931
860.38	847	40.16	0.581
860.38	847	39.16	0.606
860.38	847	38.16	0.331
860.38	847	37.16	0.275
860.38	847	36.16	0.215
860.38	847	35.16	0.256
860.38	847	34.16	0.345
860.38	847	33.16	0.39
860.38	847	32.16	0.457
860.38	847	31.16	0.52
860.38	847	30.16	0.758
860.38	847	29.16	0.898
860.38	847	28.16	1.415
860.38	847	27.16	0.239
860.38	847	26.16	0.221
860.38	847	25.16	0.952
860.38	847	24.16	0.528
860.38	847	23.16	1.83
860.38	847	22.16	0.503
860.38	847	21.16	0.864
860.38	847	20.16	0.922
860.38	847	19.16	1.025
860.38	847	18.16	1.175
860.38	847	17.16	1.12
860.38	847	16.16	0.914
860.38	847	15.16	0.434
641.25	817	89.91	0.329
641.25	817	88.91	0.328
641.25	817	87.91	0.288
641.25	817	86.91	0.268
641.25	817	78.91	0.47
641.25	817	77.91	0.819
641.25	817	76.91	0.607
641.25	817	75.91	0.748
641.25	817	74.91	1.04
641.25	817	73.91	1.655
641.25	817	72.91	2.91
641.25	817	71.91	2.86
641.25	817	70.91	2.76
641.25	817	69.91	2.3
641.25	817	68.91	3.51
641.25	817	67.91	3.18
641.25	817	61.91	0.898
641.25	817	60.91	0.955
641.25	817	59.91	1.055
641.25	817	58.91	1.26
641.25	817	57.91	0.771
641.25	817	56.91	1.14
641.25	817	55.91	0.656
641.25	817	54.91	0.41
641.25	817	53.91	0.462
641.25	817	52.91	0.617
641.25	817	51.91	0.615
641.25	817	50.91	0.446
641.25	817	49.91	0.573
641.25	817	48.91	0.309
641.25	817	47.91	0.282
641.25	817	46.91	0.27
641.25	817	45.91	0.342
641.25	817	44.91	0.225
641.25	817	43.91	0.42
641.25	817	42.91	0.404
641.25	817	41.91	0.53
641.25	817	40.91	0.48
641.25	817	39.91	0.402
641.25	817	38.91	0.199
641.25	817	37.91	0.252
641.25	817	36.91	0.456
641.25	817	35.91	0.475
641.25	817	34.91	0.541
641.25	817	33.91	0.422
641.25	817	32.91	0.335
641.25	817	31.91	0.224
641.25	817	30.91	0.251
641.25	817	29.91	0.318
641.25	817	28.91	0.347
641.25	817	27.91	0.283
641.25	817	26.91	0.286
641.25	817	25.91	0.626
641.25	817	24.91	1.495
641.25	817	23.91	2.14
641.25	817	22.91	0.97
641.25	817	21.91	0.939
620	1068	47.22	0.313
620	1068	46.22	0.368
620	1068	45.22	0.352
620	1068	44.22	0.408
620	1068	43.22	0.392
620	1068	42.22	0.53
620	1068	41.22	0.532
620	1068	40.22	0.454
620	1068	39.22	0.472
620	1068	38.22	0.434
620	1068	37.22	0.351
620	1068	36.22	0.507
620	1068	35.22	0.268
620	1068	34.22	0.233
620	1068	33.22	0.316
620	1068	32.22	0.746
620	1068	31.22	1.14
620	1068	30.22	0.96
620	1068	29.22	0.817
620	1068	24.22	1.22
620	1068	23.22	1.215
620	1068	22.22	1.442
620	1068	21.22	1.044
620	1068	20.22	0.761
620	1068	19.22	0.627
620	1068	18.22	0.953
620	1068	17.22	0.685
620	1068	16.22	1.417
657.69	515	95.21	0.318
657.69	515	94.21	0.282
657.69	515	93.21	0.309
657.69	515	92.21	0.278
657.69	515	91.21	0.285
657.69	515	90.21	0.281
657.69	515	89.21	0.293
657.69	515	88.21	0.275
657.69	515	87.21	0.38
657.69	515	86.21	0.414
657.69	515	85.21	0.575
657.69	515	84.21	0.712
657.69	515	83.21	0.359
657.69	515	82.21	0.382
657.69	515	81.21	0.392
657.69	515	80.21	0.432
657.69	515	79.21	0.39
657.69	515	78.21	0.366
657.69	515	77.21	0.406
657.69	515	76.21	0.38
657.69	515	75.21	0.329
657.69	515	43.21	0.279
657.69	515	39.21	0.737
657.69	515	38.21	0.629
657.69	515	37.21	0.818
657.69	515	36.21	0.65
657.69	515	35.21	0.576
657.69	515	34.21	0.471
657.69	515	33.21	0.489
657.69	515	32.21	0.598
657.69	515	31.21	0.401
657.69	515	30.21	0.453
657.69	515	29.21	0.564
657.69	515	28.21	0.527
657.69	515	27.21	0.54
657.69	515	26.21	0.55
657.69	515	25.21	0.386
657.69	515	24.21	0.29
657.69	515	23.21	0.384
657.69	515	22.21	0.393
657.69	515	21.21	0.79
657.69	515	20.21	0.903
618.38	969	76.73	0.362
618.38	969	75.73	0.355
618.38	969	74.73	0.315
618.38	969	73.73	0.278
618.38	969	72.73	0.308
618.38	969	71.73	0.269
618.38	969	66.73	0.372
618.38	969	65.73	0.273
618.38	969	64.73	0.29
618.38	969	63.73	0.385
618.38	969	62.73	0.465
618.38	969	61.73	0.336
618.38	969	60.73	0.666
618.38	969	59.73	0.448
618.38	969	58.73	0.476
618.38	969	57.73	0.355
618.38	969	56.73	0.289
618.38	969	55.73	0.259
618.38	969	54.73	0.244
618.38	969	53.73	0.268
618.38	969	52.73	0.254
618.38	969	51.73	0.305
618.38	969	50.73	0.777
618.38	969	49.73	0.335
618.38	969	48.73	0.305
618.38	969	47.73	0.457
618.38	969	46.73	0.422
618.38	969	42.73	0.507
661.38	865	86.47	0.279
661.38	865	81.47	0.498
661.38	865	80.47	0.53
661.38	865	79.47	0.488
661.38	865	78.47	0.302
661.38	865	77.47	0.326
661.38	865	76.47	0.312
661.38	865	75.47	0.315
661.38	865	74.47	0.311
661.38	865	73.47	0.295
661.38	865	72.47	0.356
661.38	865	71.47	0.276
661.38	865	70.47	0.348
661.38	865	69.47	0.36
661.38	865	68.47	0.381
661.38	865	67.47	0.425
661.38	865	66.47	0.452
661.38	865	65.47	0.4
661.38	865	64.47	0.393
661.38	865	63.47	0.307
661.38	865	62.47	0.28
661.38	865	61.47	0.249
661.38	865	60.47	0.236
661.38	865	59.47	0.269
661.38	865	58.47	0.24
661.38	865	57.47	0.259
661.38	865	56.47	0.227
661.38	865	55.47	0.272
661.38	865	54.47	0.294
661.38	865	53.47	0.279
661.38	865	52.47	0.443
661.38	865	41.47	0.831
661.38	865	40.47	0.486
661.38	865	39.47	0.37
661.38	865	38.47	0.415
661.38	865	37.47	0.408
661.38	865	36.47	0.563
661.38	865	35.47	0.775
661.38	865	25.47	0.303
661.38	865	24.47	0.478
661.38	865	23.47	0.357
661.38	865	22.47	0.694
661.38	865	21.47	0.816
661.38	865	20.47	0.348
661.38	865	19.47	0.587
661.38	865	18.47	0.527
661.38	865	17.47	0.636
661.38	865	16.47	0.509
661.38	865	15.47	0.606
661.38	865	14.47	0.775
849.19	797	118.26	0.391
849.19	797	117.26	0.311
849.19	797	116.26	0.322
849.19	797	115.26	0.426
849.19	797	114.26	0.321
849.19	797	106.26	0.275
849.19	797	105.26	0.279
849.19	797	104.26	0.25
849.19	797	103.26	0.261
849.19	797	102.26	0.285
849.19	797	101.26	0.239
849.19	797	100.26	0.233
849.19	797	99.26	0.293
849.19	797	98.26	0.398
849.19	797	97.26	0.315
849.19	797	96.26	0.326
849.19	797	95.26	0.294
849.19	797	94.26	0.258
849.19	797	93.26	0.265
849.19	797	92.26	0.252
849.19	797	85.26	0.271
849.19	797	84.26	0.408
849.19	797	83.26	0.556
849.19	797	82.26	0.442
849.19	797	81.26	0.271
849.19	797	80.26	0.251
849.19	797	79.26	0.395
849.19	797	78.26	0.285
849.19	797	77.26	0.294
849.19	797	50.26	0.253
849.19	797	49.26	0.328
849.19	797	48.26	0.834
849.19	797	47.26	0.597
849.19	797	46.26	0.514
849.19	797	45.26	0.538
849.19	797	44.26	0.725
849.19	797	43.26	0.553
849.19	797	42.26	0.398
849.19	797	41.26	0.454
849.19	797	40.26	0.287
849.19	797	39.26	0.206
849.19	797	38.26	0.351
849.19	797	37.26	0.398
849.19	797	36.26	0.855
849.19	797	35.26	0.718
849.19	797	34.26	0.335
849.19	797	33.26	0.321
849.19	797	32.26	0.279
849.19	797	31.26	0.358
849.19	797	30.26	0.352
849.19	797	29.26	0.373
849.19	797	28.26	0.371
849.19	797	27.26	0.273
849.19	797	26.26	0.364
849.19	797	25.26	0.291
849.19	797	24.26	0.321
849.19	797	20.26	0.332
849.19	797	19.26	0.507
849.19	797	18.26	0.418
849.19	797	17.26	0.465
849.19	797	16.26	0.514
849.19	797	15.26	0.458
849.19	797	14.26	0.45
849.19	797	13.26	0.485
849.19	797	12.26	0.74
849.19	797	11.26	0.51
613.44	870	80.03	0.867
613.44	870	79.03	0.74
613.44	870	78.03	0.625
613.44	870	77.03	0.617
613.44	870	76.03	0.434
613.44	870	75.03	0.685
613.44	870	74.03	0.498
613.44	870	73.03	0.365
613.44	870	72.03	0.315
613.44	870	71.03	0.383
613.44	870	70.03	0.706
613.44	870	69.03	0.816
613.44	870	68.03	0.871
613.44	870	67.03	0.718
613.44	870	66.03	1.12
613.44	870	65.03	0.374
613.44	870	64.03	0.5
613.44	870	63.03	0.531
613.44	870	62.03	0.433
613.44	870	61.03	0.256
613.44	870	60.03	0.302
613.44	870	59.03	0.288
613.44	870	58.03	0.305
613.44	870	57.03	0.261
613.44	870	56.03	0.322
613.44	870	55.03	0.211
613.44	870	54.03	0.254
613.44	870	53.03	0.254
613.44	870	52.03	0.336
613.44	870	51.03	0.366
613.44	870	50.03	0.519
613.44	870	43.03	0.958
613.44	870	42.03	0.779
