X	Y	Z	Ni(%)			
605.44	621	71.75	0.335
605.44	621	70.75	0.371
605.44	621	69.75	0.359
605.44	621	68.75	0.348
605.44	621	67.75	0.275
605.44	621	66.75	0.421
605.44	621	65.75	0.373
605.44	621	64.75	0.579
605.44	621	63.75	0.815
605.44	621	62.75	0.562
605.44	621	61.75	0.284
605.44	621	60.75	0.173
605.44	621	59.75	0.211
605.44	621	58.75	0.206
605.44	621	57.75	0.277
605.44	621	56.75	0.287
605.44	621	55.75	0.273
605.44	621	54.75	0.327
605.44	621	53.75	0.223
605.44	621	52.75	0.259
605.44	621	51.75	0.315
605.44	621	50.75	0.499
605.44	621	49.75	0.333
605.44	621	48.75	0.22
605.44	621	47.75	0.199
605.44	621	46.75	0.17
605.44	621	45.75	0.322
605.44	621	44.75	0.262
605.44	621	43.75	0.251
605.44	621	42.75	0.302
605.44	621	41.75	0.329
605.44	621	40.75	0.325
605.44	621	30.75	0.286
605.44	621	29.75	0.607
2379.63	999	29.7	0.856
2379.63	999	28.7	0.81
2379.63	999	27.7	0.588
2379.63	999	26.7	0.36
2379.63	999	25.7	0.323
2379.63	999	24.7	0.471
2379.63	999	23.7	0.564
2379.63	999	22.7	0.722
2379.63	999	21.7	1.14
2379.63	999	20.7	0.975
2379.63	999	19.7	0.778
2379.63	999	18.7	0.825
2379.63	999	17.7	1.11
2379.63	999	16.7	1.38
1835.56	239	85.44	0.216
1835.56	239	84.44	0.256
1835.56	239	83.44	0.364
1835.56	239	82.44	0.272
1835.56	239	73.44	0.581
1835.56	239	72.44	0.427
1835.56	239	71.44	0.707
1835.56	239	70.44	0.518
1835.56	239	69.44	0.591
1835.56	239	68.44	0.534
1835.56	239	67.44	0.464
1835.56	239	66.44	0.635
1835.56	239	65.44	0.501
1835.56	239	64.44	0.369
1835.56	239	63.44	0.372
1835.56	239	62.44	0.447
1835.56	239	61.44	0.365
1835.56	239	50.44	0.334
1835.56	239	49.44	0.397
1835.56	239	48.44	0.466
1835.56	239	47.44	0.309
1835.56	239	46.44	0.348
1835.56	239	45.44	0.36
1835.56	239	44.44	0.462
1835.56	239	43.44	0.47
1835.56	239	42.44	0.472
1835.56	239	41.44	0.463
1835.56	239	40.44	0.568
1835.56	239	39.44	0.394
1835.56	239	38.44	0.423
1835.56	239	37.44	0.519
1835.56	239	36.44	0.626
1835.56	239	35.44	0.649
1835.56	239	34.44	0.66
1835.56	239	33.44	0.582
1835.56	239	32.44	0.419
1835.56	239	31.44	0.312
1835.56	239	30.44	0.358
1835.56	239	29.44	0.555
1835.56	239	28.44	0.422
1835.56	239	27.44	0.381
1835.56	239	26.44	0.539
1835.56	239	25.44	0.444
1835.56	239	24.44	0.455
1835.56	239	23.44	0.466
1835.56	239	22.44	0.424
1835.56	239	21.44	0.391
1835.56	239	20.44	0.351
1835.56	239	19.44	0.354
1835.56	239	18.44	0.274
1835.56	239	17.44	0.415
1835.56	239	16.44	0.296
1835.56	239	15.44	0.274
1835.56	239	14.44	0.362
1835.56	239	13.44	0.373
1835.56	239	12.44	0.52
1835.56	239	11.44	0.626
1835.56	239	10.44	1.045
1606.75	511	46.89	0.671
1606.75	511	45.89	0.632
1606.75	511	44.89	0.645
1606.75	511	43.89	0.544
1606.75	511	42.89	0.518
1606.75	511	41.89	0.637
1606.75	511	40.89	0.75
1606.75	511	31.89	0.631
1606.75	511	30.89	0.601
1606.75	511	29.89	0.495
1606.75	511	28.89	0.509
1606.75	511	27.89	0.507
1606.75	511	20.89	0.872
1606.75	511	19.89	0.583
1606.75	511	18.89	0.532
1606.75	511	17.89	0.744
1606.75	511	16.89	0.656
1606.75	511	15.89	1.025
1606.75	511	14.89	0.827
1606.75	511	13.89	0.633
1606.75	511	12.89	0.738
1606.75	511	11.89	0.625
1538.06	563	36.87	0.272
1538.06	563	27.87	0.289
1538.06	563	26.87	0.372
1507.69	620	61.31	0.375
1507.69	620	60.31	0.407
1507.69	620	59.31	0.411
1507.69	620	58.31	0.44
1507.69	620	57.31	0.366
1507.69	620	56.31	0.49
1507.69	620	55.31	0.443
1507.69	620	54.31	0.215
1507.69	620	53.31	0.41
1507.69	620	52.31	0.317
1507.69	620	51.31	0.441
1507.69	620	50.31	0.585
1507.69	620	49.31	0.465
1507.69	620	48.31	0.434
1507.69	620	47.31	0.42
1507.69	620	46.31	0.418
1507.69	620	42.31	0.252
1507.69	620	41.31	0.299
1507.69	620	40.31	0.441
1507.69	620	39.31	0.373
1507.69	620	38.31	0.331
1507.69	620	37.31	0.598
1507.69	620	36.31	0.332
1507.69	620	35.31	0.379
1507.69	620	34.31	0.324
1507.69	620	33.31	0.307
1507.69	620	32.31	0.254
1507.69	620	31.31	0.24
1507.69	620	29.31	0.713
1507.69	620	28.31	0.705
1507.69	620	27.31	0.417
1507.69	620	26.31	0.387
1507.69	620	25.31	0.492
1507.69	620	24.31	0.298
1507.69	620	23.31	0.485
1507.69	620	22.31	0.308
1507.69	620	21.31	0.355
1507.69	620	20.31	0.437
1507.69	620	19.31	0.479
1507.69	620	18.31	0.356
1507.69	620	17.31	0.423
1507.69	620	16.31	0.48
1507.69	620	15.31	0.437
1507.69	620	14.31	0.627
1507.69	620	13.31	0.825
2128	617	26.29	0.948
2082.5	570	27.79	0.522
2082.5	570	26.79	0.548
2082.5	570	25.79	0.598
2082.5	570	24.79	0.598
2082.5	570	23.79	0.796
2082.5	570	22.79	0.65
2082.5	570	21.79	0.574
2082.5	570	20.79	0.6
2082.5	570	19.79	0.56
2082.5	570	18.79	0.723
2082.5	570	17.79	0.746
2082.5	570	16.79	0.741
2022.5	575	54.19	0.665
2022.5	575	53.19	0.524
2022.5	575	52.19	0.747
2022.5	575	51.19	0.738
2022.5	575	50.19	0.48
2022.5	575	49.19	0.48
2022.5	575	48.19	0.491
2022.5	575	47.19	0.457
2022.5	575	46.19	0.428
2022.5	575	45.19	0.533
2022.5	575	44.19	0.627
2022.5	575	43.19	0.369
2022.5	575	42.19	0.358
2022.5	575	41.19	0.405
2022.5	575	40.19	0.553
2022.5	575	39.19	0.727
2022.5	575	38.19	0.752
2022.5	575	37.19	0.616
2022.5	575	36.19	0.483
2022.5	575	35.19	0.358
2022.5	575	34.19	0.843
1844.5	340	22.28	0.319
1844.5	340	21.28	0.412
1844.5	340	20.28	0.361
1844.5	340	19.28	0.376
1844.5	340	18.28	0.443
1844.5	340	17.28	0.383
1767	193	40.08	0.367
1767	193	39.08	0.385
1767	193	38.08	0.395
1767	193	37.08	0.476
1767	193	36.08	0.471
1767	193	35.08	0.871
1767	193	34.08	0.488
1767	193	33.08	0.529
1767	193	32.08	0.391
1767	193	31.08	0.433
1767	193	30.08	0.344
1767	193	29.08	0.532
1767	193	28.08	0.486
1767	193	27.08	0.59
1767	193	26.08	0.484
1767	193	25.08	0.482
1767	193	24.08	0.482
1767	193	23.08	0.468
1767	193	22.08	0.386
1767	193	21.08	0.404
1767	193	20.08	2.43
1767	193	19.08	0.888
1767	193	18.08	0.753
1827.69	189	39.49	0.308
1827.69	189	38.49	0.358
1827.69	189	37.49	0.339
1827.69	189	32.49	0.393
1827.69	189	31.49	0.482
1827.69	189	30.49	0.541
1827.69	189	29.49	0.36
1827.69	189	28.49	0.389
1827.69	189	27.49	0.251
1827.69	189	26.49	0.451
1827.69	189	25.49	0.373
1827.69	189	24.49	0.446
1827.69	189	23.49	0.26
1827.69	189	22.49	0.311
1827.69	189	21.49	0.669
1827.69	189	20.49	0.311
1827.69	189	19.49	0.311
1827.69	189	18.49	0.391
1827.69	189	17.49	0.423
1827.69	189	16.49	0.396
1827.69	189	15.49	0.397
1827.69	189	14.49	0.421
1827.69	189	13.49	0.371
1827.69	189	12.49	0.348
1827.69	189	11.49	0.332
1880.56	186	42.62	0.437
1880.56	186	41.62	0.484
1880.56	186	40.62	0.448
1880.56	186	39.62	0.472
1880.56	186	38.62	0.476
1880.56	186	37.62	0.419
1880.56	186	36.62	0.487
1880.56	186	35.62	0.418
1880.56	186	34.62	0.63
1880.56	186	33.62	1.095
1880.56	186	32.62	1.19
1880.56	186	31.62	0.851
1880.56	186	30.62	0.972
1880.56	186	29.62	0.444
1880.56	186	28.62	0.283
1880.56	186	27.62	0.326
1880.56	186	26.62	0.361
1880.56	186	25.62	0.412
1880.56	186	24.62	0.396
1880.56	186	23.62	0.466
1880.56	186	22.62	0.663
1880.56	186	21.62	0.609
2063.25	373	54.73	0.311
2063.25	373	53.73	0.252
2063.25	373	52.73	0.223
2063.25	373	51.73	0.363
2063.25	373	50.73	0.258
2063.25	373	49.73	0.245
2063.25	373	48.73	0.318
2063.25	373	47.73	0.316
2063.25	373	46.73	0.522
2063.25	373	45.73	0.644
2063.25	373	44.73	0.839
2063.25	373	43.73	0.718
2063.25	373	42.73	0.422
2063.25	373	41.73	0.255
2063.25	373	40.73	0.198
2063.25	373	39.73	0.375
2063.25	373	38.73	0.297
2063.25	373	37.73	0.326
2063.25	373	36.73	0.304
2063.25	373	35.73	0.291
2063.25	373	34.73	0.354
2063.25	373	33.73	0.305
2063.25	373	32.73	0.48
2063.25	373	31.73	0.451
2063.25	373	30.73	0.337
2063.25	373	29.73	0.277
2063.25	373	28.73	0.282
2063.25	373	27.73	0.353
2063.25	373	26.73	0.695
2063.25	373	25.73	0.567
2063.25	373	24.73	0.377
2063.25	373	23.73	0.481
2063.25	373	22.73	0.561
2063.25	373	21.73	0.335
2063.25	373	20.73	0.305
2063.25	373	19.73	0.319
2063.25	373	18.73	1.035
2063.25	373	17.73	0.855
2063.25	373	16.73	1.02
2063.25	373	15.73	0.811
2063.25	373	14.73	0.75
794.44	802	93.2	0.375
794.44	802	92.2	0.469
794.44	802	91.2	0.526
794.44	802	90.2	0.522
794.44	802	89.2	0.331
794.44	802	88.2	0.418
794.44	802	87.2	0.527
794.44	802	86.2	0.546
794.44	802	85.2	0.396
794.44	802	84.2	0.257
794.44	802	83.2	0.302
794.44	802	82.2	0.294
794.44	802	81.2	0.208
794.44	802	80.2	0.275
794.44	802	79.2	0.295
794.44	802	78.2	0.252
794.44	802	77.2	0.253
794.44	802	76.2	0.301
794.44	802	75.2	0.315
794.44	802	74.2	0.288
794.44	802	73.2	0.303
794.44	802	72.2	0.426
794.44	802	71.2	0.339
794.44	802	70.2	0.307
794.44	802	69.2	1.225
794.44	802	68.2	0.507
794.44	802	67.2	0.653
794.44	802	66.2	0.507
794.44	802	65.2	0.57
794.44	802	64.2	0.431
794.44	802	63.2	0.281
794.44	802	62.2	0.265
794.44	802	61.2	0.268
794.44	802	60.2	0.298
794.44	802	59.2	0.347
794.44	802	58.2	0.269
794.44	802	57.2	0.204
794.44	802	56.2	0.378
794.44	802	55.2	0.665
794.44	802	54.2	0.652
794.44	802	53.2	0.492
794.44	802	49.2	0.251
794.44	802	48.2	0.25
794.44	802	47.2	0.283
794.44	802	46.2	0.231
794.44	802	45.2	0.347
794.44	802	44.2	0.321
794.44	802	43.2	0.609
794.44	802	42.2	0.396
794.44	802	41.2	0.537
794.44	802	39.2	0.511
794.44	802	38.2	0.562
794.44	802	37.2	0.448
794.44	802	36.2	0.553
794.44	802	35.2	0.494
794.44	802	34.2	0.846
794.44	802	33.2	0.853
794.44	802	31.2	0.469
794.44	802	30.2	0.423
794.44	802	29.2	0.673
794.44	802	28.2	0.415
794.44	802	27.2	0.582
794.44	802	26.2	1.08
794.44	802	25.2	0.718
794.44	802	24.2	0.288
794.44	802	23.2	0.304
794.44	802	22.2	0.375
794.44	802	21.2	0.553
794.44	802	20.2	0.525
794.44	802	19.2	0.225
794.44	802	18.2	0.423
794.44	802	17.2	0.413
1443.38	522	16.34	0.64
1443.38	522	15.34	0.343
1495.31	470	16.92	0.325
1495.31	470	15.92	0.345
1543.81	464	18.06	0.515
1543.81	464	17.06	0.51
1543.81	464	16.06	0.436
1543.81	464	15.06	0.547
1547.75	515	21.42	0.344
1547.75	515	20.42	0.384
1547.75	515	19.42	0.272
1547.75	515	18.42	0.516
1490.44	571	24.95	0.386
1490.44	571	23.95	0.369
1490.44	571	22.95	1.245
1490.44	571	21.95	1.285
1490.44	571	20.95	1.02
1594.56	461	21.74	0.448
1594.56	461	20.74	0.555
1594.56	461	19.74	0.535
1594.56	461	18.74	0.541
1594.56	461	17.74	0.504
1594.56	461	16.74	0.533
1594.56	461	15.74	0.423
1594.56	461	14.74	0.448
1594.56	461	13.74	0.351
1594.56	461	12.74	0.564
1705.69	199	35.54	0.314
1705.69	199	34.54	0.535
1705.69	199	33.54	0.445
1705.69	199	32.54	0.393
1705.69	199	31.54	0.622
1705.69	199	30.54	0.533
1705.69	199	29.54	0.295
1705.69	199	22.54	0.235
1705.69	199	21.54	0.284
1705.69	199	20.54	0.43
1705.69	199	19.54	0.462
1705.69	199	18.54	0.535
1705.69	199	17.54	0.3
843.94	701	41.59	0.464
843.94	701	40.59	0.33
843.94	701	39.59	0.369
843.94	701	38.59	0.517
843.94	701	37.59	0.534
843.94	701	36.59	0.382
843.94	701	35.59	0.49
843.94	701	34.59	0.293
843.94	701	33.59	0.286
843.94	701	32.59	0.302
843.94	701	31.59	0.203
843.94	701	30.59	0.431
843.94	701	29.59	0.26
843.94	701	28.59	0.483
843.94	701	27.59	0.282
843.94	701	26.59	0.508
843.94	701	25.59	0.405
843.94	701	24.59	0.579
843.94	701	23.59	0.236
843.94	701	22.59	0.733
843.94	701	21.59	0.512
843.94	701	20.59	0.326
843.94	701	19.59	0.529
843.94	701	18.59	0.547
1716.5	349	19.79	0.555
1716.5	349	18.79	0.592
1716.5	349	17.79	0.287
1768.88	145	21.56	1.21
1768.88	145	20.56	0.891
1768.88	145	19.56	1.63
1592.19	1312	24.05	0.489
1592.19	1312	23.05	0.413
1592.19	1312	22.05	0.37
1592.19	1312	21.05	0.303
1592.19	1312	20.05	0.364
1592.19	1312	19.05	0.413
1592.19	1312	18.05	0.423
1592.19	1312	17.05	0.545
2366.69	801	36.31	3.84
2366.69	801	35.31	3.4
2366.69	801	34.31	3.84
2366.69	801	33.31	3.43
2366.69	801	32.31	3.52
2366.69	801	31.31	3.68
2366.69	801	30.31	2.93
1053.88	1410	18.26	1.48
1053.88	1410	17.26	1.54
1645.75	454	55.77	0.314
1645.75	454	48.77	0.393
1645.75	454	37.77	0.154
1645.75	454	36.77	0.182
1645.75	454	35.77	0.2
1645.75	454	34.77	0.268
1645.75	454	33.77	0.297
1645.75	454	32.77	0.265
1645.75	454	31.77	0.321
1645.75	454	30.77	0.392
1645.75	454	29.77	0.331
1645.75	454	28.77	0.518
1645.75	454	27.77	0.285
1645.75	454	26.77	0.267
1645.75	454	25.77	0.291
1645.75	454	24.77	0.355
1645.75	454	23.77	0.363
1645.75	454	22.77	0.391
1645.75	454	21.77	0.419
1645.75	454	20.77	0.367
1645.75	454	19.77	0.411
1645.75	454	18.77	0.358
1645.75	454	17.77	0.351
1645.75	454	16.77	0.464
815.94	602	81.09	0.337
815.94	602	80.09	0.356
815.94	602	79.09	0.341
815.94	602	78.09	0.383
815.94	602	77.09	0.342
815.94	602	76.09	0.422
815.94	602	75.09	0.438
815.94	602	74.09	0.436
815.94	602	73.09	0.383
815.94	602	72.09	0.389
815.94	602	71.09	0.534
815.94	602	70.09	0.755
815.94	602	69.09	0.418
815.94	602	68.09	0.453
815.94	602	67.09	0.346
815.94	602	66.09	0.406
815.94	602	65.09	0.476
815.94	602	64.09	0.508
815.94	602	63.09	0.466
815.94	602	62.09	0.339
815.94	602	61.09	0.331
815.94	602	60.09	0.319
815.94	602	59.09	0.35
815.94	602	58.09	0.371
815.94	602	57.09	0.392
815.94	602	56.09	0.362
815.94	602	55.09	0.38
815.94	602	54.09	0.301
815.94	602	53.09	0.352
815.94	602	52.09	0.382
815.94	602	51.09	0.275
815.94	602	49.09	0.28
815.94	602	48.09	0.286
815.94	602	47.09	0.288
815.94	602	46.09	0.361
815.94	602	45.09	0.326
815.94	602	44.09	0.282
815.94	602	43.09	0.269
815.94	602	42.09	0.388
815.94	602	41.09	0.365
815.94	602	40.09	0.392
815.94	602	39.09	0.384
815.94	602	38.09	0.35
815.94	602	37.09	0.58
815.94	602	36.09	0.479
815.94	602	35.09	0.533
806.75	519	87.01	0.466
806.75	519	86.01	0.441
806.75	519	85.01	0.389
806.75	519	84.01	0.422
806.75	519	82.01	0.25
806.75	519	75.01	0.292
806.75	519	74.01	0.376
806.75	519	73.01	0.575
806.75	519	72.01	0.493
806.75	519	71.01	0.582
806.75	519	70.01	0.529
806.75	519	69.01	0.562
806.75	519	68.01	0.558
806.75	519	67.01	0.568
806.75	519	66.01	0.453
806.75	519	65.01	0.447
806.75	519	64.01	0.52
806.75	519	63.01	0.435
806.75	519	62.01	0.374
806.75	519	61.01	0.331
806.75	519	60.01	0.346
806.75	519	59.01	0.406
806.75	519	58.01	0.408
806.75	519	57.01	0.382
806.75	519	56.01	0.375
806.75	519	55.01	0.419
806.75	519	54.01	0.379
806.75	519	53.01	0.399
806.75	519	43.01	0.491
806.75	519	41.01	0.438
806.75	519	36.01	0.386
806.75	519	35.01	0.372
806.75	519	34.01	0.44
806.75	519	33.01	0.257
806.75	519	32.01	0.609
965.44	706	47.59	0.396
965.44	706	46.59	0.403
965.44	706	45.59	0.339
965.44	706	44.59	0.318
965.44	706	43.59	0.323
965.44	706	39.59	0.729
965.44	706	38.59	1.19
965.44	706	37.59	1.12
965.44	706	36.59	0.3
965.44	706	24.59	0.182
965.44	706	23.59	0.4
965.44	706	22.59	0.393
965.44	706	21.59	0.406
965.44	706	20.59	0.21
965.44	706	19.59	0.396
965.44	706	18.59	0.618
965.44	706	17.59	0.401
965.44	706	16.59	0.344
965.44	706	15.59	0.177
965.44	706	14.59	0.274
965.44	706	13.59	0.686
503.88	631	59.11	0.357
503.88	631	58.11	0.394
503.88	631	57.11	0.525
503.88	631	56.11	0.545
503.88	631	55.11	0.596
503.88	631	54.11	0.452
503.88	631	53.11	0.59
503.88	631	52.11	0.637
503.88	631	51.11	0.398
503.88	631	50.11	0.104
503.88	631	49.11	0.865
503.88	631	48.11	2.13
503.88	631	47.11	2.45
503.88	631	46.11	1.685
503.88	631	45.11	1.395
503.88	631	44.11	0.804
503.88	631	43.11	1.415
503.88	631	42.11	0.444
503.88	631	41.11	0.868
503.88	631	40.11	0.955
503.88	631	39.11	1.125
503.88	631	38.11	0.678
503.88	631	37.11	0.283
503.88	631	36.11	0.474
503.88	631	35.11	0.383
503.88	631	34.11	0.84
503.88	631	33.11	0.873
503.88	631	32.11	1.355
503.88	631	31.11	1.57
503.88	631	30.11	1.925
503.88	631	29.11	1.945
503.88	631	28.11	1.565
503.88	631	27.11	0.795
503.88	631	26.11	1.105
503.88	631	25.11	0.652
503.88	631	24.11	0.521
503.88	631	23.11	0.589
503.88	631	22.11	0.996
503.88	631	21.11	0.978
503.88	631	20.11	0.535
503.88	631	19.11	0.538
503.88	631	18.11	0.48
503.88	631	17.11	0.377
503.88	631	16.11	0.565
503.88	631	15.11	0.681
496.56	531	102.29	0.316
496.56	531	101.29	0.244
496.56	531	100.29	0.337
496.56	531	99.29	0.33
496.56	531	98.29	0.467
496.56	531	97.29	0.426
496.56	531	96.29	0.439
496.56	531	95.29	0.71
496.56	531	94.29	0.363
496.56	531	93.29	0.862
496.56	531	92.29	0.375
496.56	531	91.29	0.346
496.56	531	90.29	0.337
496.56	531	89.29	0.529
496.56	531	88.29	0.253
496.56	531	87.29	0.234
496.56	531	86.29	0.34
496.56	531	85.29	0.325
496.56	531	84.29	0.271
496.56	531	83.29	0.248
496.56	531	82.29	0.388
496.56	531	81.29	0.361
496.56	531	64.29	0.401
496.56	531	63.29	0.274
496.56	531	62.29	0.285
496.56	531	61.29	0.514
496.56	531	46.29	0.484
496.56	531	45.29	0.471
496.56	531	44.29	0.338
496.56	531	43.29	0.442
496.56	531	42.29	0.412
496.56	531	41.29	0.351
496.56	531	40.29	0.337
496.56	531	39.29	0.483
496.56	531	38.29	0.396
496.56	531	37.29	0.289
496.56	531	36.29	0.329
496.56	531	35.29	0.377
496.56	531	34.29	0.506
501.38	431	91.94	0.404
501.38	431	90.94	0.359
501.38	431	89.94	0.295
